PLAUS PLAUS;02212;830002212
MARLENGO MARLING;02214;830002214
LAGUNDO ALGUND;02215;830002215
MERANO MERAN;02216;830002216
MERANO-MAIA BASSA MERAN-UNTERMAIS;02217;830002217
LANA-POSTAL LANA-BURGSTALL;02219;830002219
RABLA' RABLAND;02220;830002220
GARGAZZONE-GARGAZON;02221;830002221
VILPIANO-NALLES VILPIAN-NALS;02222;830002222
TERLANO-ANDRIANO TERLAN-ANDRIAN;02223;830002223
SETTEQUERCE SIEBENEICH;02224;830002224
PONTE D'ADIGE SIGMUNDSKRON;02225;830002225
BOLZANO SUD BOZEN SUD;02226;830002226
VILLAZZANO;02300;830002300
POVO-MESIANO;02302;830002302
PERGINE;02305;830002305
S. CRISTOFORO AL LAGO-ISCHIA;02306;830002306
CALCERANICA;02307;830002307
CALDONAZZO;02308;830002308
LEVICO TERME;02309;830002309
RONCEGNO BAGNI-MARTER;02312;830002312
BORGO VALSUGANA CENTRO;02313;830002313
BORGO VALSUGANA EST;02314;830002314
STRIGNO;02315;830002315
GRIGNO;02317;830002317
TEZZE DI GRIGNO;02318;830002318
PRIMOLANO;02319;830002319
DOSSOBUONO;02330;830002330
VILLAFRANCA DI VERONA;02331;830002331
MOZZECANE;02332;830002332
ROVERBELLA;02333;830002333
S. ANTONIO MANTOVANO;02334;830002334
MANTOVA;02336;830002336
ROMANORE;02337;830002337
BORGOFORTE;02338;830002338
MOTTEGGIANA;02339;830002339
SUZZARA;02340;830002340
PALIDANO;02343;830002343
GONZAGA-REGGIOLO;02344;830002344
VILLANOVA DI REGGIOLO;02345;830002345
ROLO-NOVI-FABBRICO;02346;830002346
CARPI;02349;830002349
SOLIERA MODENESE;02351;830002351
BOVOLONE;02363;830002363
CEREA;02364;830002364
LEGNAGO;02366;830002366
VILLABARTOLOMEA;02367;830002367
CASTAGNARO;02368;830002368
BADIA POLESINE;02370;830002370
LENDINARA;02373;830002373
FRATTA;02374;830002374
COSTA;02375;830002375
MANTOVA FRASSINE;02380;830002380
GAZZO DI BIGARELLO;02381;830002381
CASTEL D'ARIO;02382;830002382
BONFERRARO;02383;830002383
SANGUINETTO;02384;830002384
BOSCHI S. ANNA;02390;830002390
BEVILACQUA;02391;830002391
MONTAGNANA;02392;830002392
SALETTO;02394;830002394
OSPEDALETTO EUGANEO;02395;830002395
ESTE;02396;830002396
VERONA PORTA NUOVA;02430;830002430
VERONA PORTA VESCOVO;02433;830002433
S. MARTINO BUONALBERGO;02435;830002435
CALDIERO;02437;830002437
S. BONIFACIO;02440;830002440
LONIGO;02441;830002441
MONTEBELLO;02443;830002443
ALTAVILLA-TAVERNELLE;02444;830002444
VICENZA;02446;830002446
LONIGO CITTA';02468;830002468
CISMON DEL GRAPPA;02500;830002500
S. MARINO;02501;830002501
CARPANE'-VALSTAGNA;02502;830002502
S. NAZARIO;02503;830002503
SOLAGNA;02504;830002504
POVE DEL GRAPPA-CAMPESE;02505;830002505
CASSOLA;02506;830002506
CASTELLO DI GODEGO;02507;830002507
RESANA;02508;830002508
PIOMBINO DESE;02509;830002509
NOALE-SCORZE';02510;830002510
SALZANO-ROBEGANO;02511;830002511
MAERNE DI MARTELLAGO;02512;830002512
VENEZIA ASSEGGIANO;02513;830002513
TREBASELEGHE;02514;830002514
SPINEA;02516;830002516
VE.MESTRE OSPEDALE;02517;830002517
BASSANO DEL GRAPPA;02520;830002520
ROSA;02521;830002521
ROSSANO VENETO;02522;830002522
VILLA DEL CONTE;02523;830002523
FRATTE CENTRO;02524;830002524
CAMPOSAMPIERO;02525;830002525
S. GIORGIO DELLE PERTICHE;02526;830002526
CAMPODARSEGO;02527;830002527
VIGODARZERE;02528;830002528
LISIERA;02530;830002530
S. PIETRO IN GU;02531;830002531
CARMIGNANO DI BRENTA;02532;830002532
FONTANIVA;02534;830002534
CITTADELLA;02535;830002535
S. MARTINO DI LUPARI;02536;830002536
CASTELFRANCO VENETO;02537;830002537
ALBAREDO;02538;830002538
ISTRANA;02539;830002539
PAESE;02540;830002540
GALLIERA VENETA-TOMBOLO;02541;830002541
CALALZO-PIEVE DI CADORE-CORTINA;02550;830002550
PERAROLO DI CADORE;02553;830002553
OSPITALE DI CADORE;02554;830002554
CASTELLAVAZZO;02555;830002555
LONGARONE-ZOLDO;02556;830002556
FAE'-FORTOGNA;02557;830002557
PONTE NELLE ALPI-POLPET;02558;830002558
BELLUNO;02559;830002559
SEDICO-BRIBANO;02560;830002560
S. GIUSTINA-CESIO;02562;830002562
BUSCHE-LENTIAI-MEL;02563;830002563
FELTRE;02564;830002564
QUERO-VAS;02565;830002565
ALANO-FENER-VALDOBBIADENE;02566;830002566
PEDEROBBA-CAVASO-POSSAGNO;02567;830002567
LEVADA;02568;830002568
CORNUDA;02569;830002569
MONTEBELLUNA;02570;830002570
FANZOLO;02575;830002575
LERINO;02578;830002578
GRISIGNANO DI ZOCCO;02579;830002579
MESTRINO;02580;830002580
PADOVA;02581;830002581
PONTE DI BRENTA;02585;830002585
VIGONZA-PIANIGA;02586;830002586
DOLO;02587;830002587
MIRA-MIRANO;02588;830002588
VENEZIA MESTRE;02589;830002589
VENEZIA SCALO MARGHERA;02591;830002591
VENEZIA PORTO MARGHERA;02592;830002592
VENEZIA S. LUCIA;02593;830002593
VENEZIA M.MA;02594;830002594
TREVIGNANO-SIGNORESSA;02600;830002600
POSTIOMA;02601;830002601
PAESE-CASTAGNOLE;02602;830002602
S. VITO AL TAGLIAMENTO;02660;830002660
CORDOVADO-SESTO;02661;830002661
TEGLIO VENETO;02662;830002662
LISON;02663;830002663
S. STINO DI LIVENZA;02664;830002664
CEGGIA;02665;830002665
S. DONA' DI PIAVE-JESOLO;02666;830002666
FOSSALTA DI PIAVE;02667;830002667
MEOLO;02668;830002668
QUARTO D'ALTINO;02670;830002670
GAGGIO;02671;830002671
VENEZIA CARPENEDO;02672;830002672
GAGGIO PORTA EST;02673;830002673
CUSANO;02700;830002700
PORDENONE;02701;830002701
FONTANAFREDDA;02702;830002702
SACILE;02703;830002703
ORSAGO;02704;830002704
PIANZANO;02705;830002705
CONEGLIANO;02706;830002706
SUSEGANA;02708;830002708
SPRESIANO;02709;830002709
LANCENIGO;02710;830002710
TREVISO CENTRALE;02712;830002712
S. TROVASO;02713;830002713
PREGANZIOL;02715;830002715
MOGLIANO VENETO;02717;830002717
SOFFRATTA;02732;830002732
VITTORIO VENETO;02733;830002733
NOVE;02734;830002734
SANTA CROCE DEL LAGO;02735;830002735
STAZIONE PER L'ALPAGO;02736;830002736
CADOLA-SOCCHER;02737;830002737
OLMI SPERCENIGO;02760;830002760
S. BIAGIO DI CALLALTA;02761;830002761
FAGARE;02762;830002762
PONTE DI PIAVE;02763;830002763
RUSTIGNE;02764;830002764
ODERZO;02765;830002765
GORGO AL MONTICANO;02766;830002766
MOTTA DI LIVENZA;02767;830002767
PRAMAGGIORE-BLESSAGLIA;02768;830002768
ANNONE VENETO;02769;830002769
CASARSA;02830;830002830
CODROIPO;02831;830002831
BASILIANO;02832;830002832
VENEZIA ( TUTTE LE STAZIONI );02998;830002998
TARVISIO BOSCOVERDE;03001;830003001
TARVISIO CITTA';03002;830003002
CAMPOROSSO IN VALCANALE;03004;830003004
VALBRUNA-LUSSARI;03005;830003005
UGOVIZZA-VALBRUNA;03006;830003006
MALBORGHETTO;03007;830003007
BAGNI DI LUSNIZZA;03008;830003008
LAGLESIE S. LEOPOLDO;03009;830003009
PONTEBBA;03010;830003010
BAGNI S. CATERINA;03011;830003011
DOGNA;03012;830003012
CHIUSAFORTE;03013;830003013
RESIUTTA;03014;830003014
MOGGIO;03015;830003015
CARNIA;03016;830003016
VENZONE;03018;830003018
GEMONA DEL FRIULI;03019;830003019
ARTEGNA;03021;830003021
TARCENTO;03022;830003022
REANA DEL ROIALE;03025;830003025
UDINE;03026;830003026
TRICESIMO-S. PELAGIO;03028;830003028
BUTTRIO;03029;830003029
MANZANO;03030;830003030
S. GIOVANNI AL NATISONE;03031;830003031
PIETRATAGLIATA;03033;830003033
PRADAMANO;03034;830003034
OSOPPO;03050;830003050
MAJANO;03051;830003051
CIMANO;03052;830003052
CORNINO;03053;830003053
FORGARIA-BAGNI ANDUINS;03054;830003054
PINZANO;03055;830003055
VALERIANO;03056;830003056
SPILIMBERGO;03057;830003057
PROVESANO;03058;830003058
S. GIORGIO DELLA RICHINVELDA;03059;830003059
S. MARTINO AL TAGLIAMENTO;03060;830003060
VALVASONE;03061;830003061
CASTELNUOVO DEL FRIULI;03080;830003080
TRAVESIO;03081;830003081
MEDUNO;03082;830003082
FANNA-CAVASSO;03083;830003083
MANIAGO;03084;830003084
MONTEREALE VALCELLINA;03085;830003085
MARSURE;03086;830003086
AVIANO;03087;830003087
BUDOIA-POLCENIGO;03088;830003088
SACILE-S. LIBERALE;03089;830003089
RISANO;03120;830003120
S. MARIA LA LONGA;03121;830003121
PALMANOVA;03122;830003122
BAGNARIA ARSA;03123;830003123
S. STEFANO UDINESE;03124;830003124
LUMIGNACCO;03125;830003125
STRASSOLDO;03150;830003150
SEVEGLIANO;03151;830003151
S. GIOVANNI DI CASARSA;03199;830003199
PORTOGRUARO-CAORLE;03200;830003200
FOSSALTA DI PORTOGRUARO;03201;830003201
LATISANA-LIGNANO-BIBIONE;03202;830003202
PALAZZOLO DELLO STELLA;03203;830003203
MUZZANA DEL TURGNANO;03204;830003204
S. GIORGIO DI NOGARO;03205;830003205
TORVISCOSA;03206;830003206
CERVIGNANO-AQUILEIA-GRADO;03207;830003207
VILLA VICENTINA;03209;830003209
PIERIS-TURRIACO;03210;830003210
RONCHI DEI LEGIONARI SUD;03212;830003212
CORMONS;03300;830003300
CAPRIVA;03301;830003301
MOSSA;03302;830003302
GORIZIA CENTRALE;03304;830003304
GRADISCA-S. MARTINO;03306;830003306
SAGRADO;03307;830003307
REDIPUGLIA;03308;830003308
RONCHI DEI LEGIONARI NORD;03309;830003309
MONFALCONE;03310;830003310
SISTIANA-VISOGLIANO;03312;830003312
BIVIO D'AURISINA;03313;830003313
SANTA CROCE DI TRIESTE;03314;830003314
GRIGNANO;03315;830003315
MIRAMARE;03316;830003316
TRIESTE CENTRALE;03317;830003317
GORIZIA CONFINE;03318;830003318
VILLA OPICINA;03468;830003468
ROZZOL MONTEBELLO;03470;830003470
TRIESTE CAMPO MARZIO LOCO;03471;830003471
AURISINA;03550;830003550
VILLA OPICINA CONFINE (SEZANA);03553;830003553
TRIESTE AQUILINIA SCALO;03856;830003856
CASTELLAZZO-CASALCERMELLI;04000;830004000
CASTELSPINA-PORTANOVA;04001;830004001
PREDOSA;04003;830004003
RIOSECCO;04004;830004004
S. GIACOMO;04005;830004005
ROCCAGRIMALDA;04006;830004006
OVADA NORD;04007;830004007
VISONE;04100;830004100
PRASCO-CREMOLINO;04101;830004101
MOLARE;04102;830004102
OVADA;04103;830004103
ROSSIGLIONE;04104;830004104
CAMPO LIGURE-MASONE;04105;830004105
MELE;04106;830004106
GENOVA ACQUASANTA;04107;830004107
GENOVA GRANARA;04108;830004108
GENOVA BORZOLI;04109;830004109
GENOVA COSTA DI SESTRI PONENTE;04110;830004110
FRUGAROLO-BOSCOMARENGO;04200;830004200
DONNA;04202;830004202
NOVI LIGURE;04203;830004203
SERRAVALLE SCRIVIA;04206;830004206
ARQUATA SCRIVIA;04207;830004207
RIGOROSO;04208;830004208
PIETRABISSARA;04209;830004209
ISOLA DEL CANTONE;04210;830004210
RONCO SCRIVIA;04211;830004211
MIGNANEGO;04212;830004212
BORGO FORNARI PER VOLTAGGIO;04214;830004214
BUSALLA;04215;830004215
PIANO ORIZZONTALE DEI GIOVI;04216;830004216
GENOVA PONTEDECIMO;04217;830004217
GENOVA BOLZANETO;04218;830004218
GENOVA RIVAROLO;04219;830004219
GENOVA SAMPIERDARENA;04220;830004220
GENOVA S.BIAGIO;04222;830004222
GENOVA VIA DI FRANCIA;04223;830004223
CARBONARA SCRIVIA;04300;830004300
VILLALVERNIA;04301;830004301
CASSANO SPINOLA;04302;830004302
STAZZANO-SERRAVALLE;04303;830004303
POZZOLO FORMIGARO;04330;830004330
RIVALTA SCRIVIA;04331;830004331
GENOVA CAMPI;04402;830004402
OLIVETTA S. MICHELE;04480;830004480
AIROLE;04481;830004481
BEVERA;04482;830004482
VENTIMIGLIA;04501;830004501
VALLECROSIA;04502;830004502
BORDIGHERA;04503;830004503
OSPEDALETTI LIGURE;04504;830004504
SANREMO;04505;830004505
TAGGIA ARMA;04506;830004506
S. STEFANO-RIVA LIGURE;04507;830004507
S. LORENZO-CIPRESSA;04508;830004508
IMPERIA PORTO MAURIZIO;04509;830004509
IMPERIA ONEGLIA;04510;830004510
DIANO;04511;830004511
CERVO-S. BARTOLOMEO;04512;830004512
ANDORA;04513;830004513
LAIGUEGLIA;04514;830004514
ALASSIO;04515;830004515
ALBENGA;04516;830004516
CERIALE;04517;830004517
BORGHETTO S. SPIRITO;04518;830004518
LOANO;04519;830004519
PIETRA LIGURE;04520;830004520
BORGIO-VEREZZI;04521;830004521
FINALE LIGURE MARINA;04522;830004522
SPOTORNO-NOLI;04526;830004526
QUILIANO-VADO LIGURE;04527;830004527
ALBISOLA;04529;830004529
CELLE;04530;830004530
VARAZZE;04531;830004531
COGOLETO;04532;830004532
ARENZANO;04533;830004533
GENOVA VOLTRI;04534;830004534
GENOVA PRA;04535;830004535
GENOVA PEGLI;04536;830004536
GENOVA SESTRI PONENTE AEROPORTO;04537;830004537
GENOVA CORNIGLIANO;04538;830004538
VENTIMIGLIA CONFINE;04539;830004539
GENOVA VESIMA;04540;830004540
GENOVA S. BENIGNO;04602;830004602
GENOVA S.LIMBANIA PONTE DEI MILLE;04603;830004603
GENOVA PIAZZA CARICAMENTO;04607;830004607
GENOVA PIAZZA PRINCIPE;04700;830004700
GENOVA PIAZZA PRINCIPE SOTTERRANEA;04701;830004701
GENOVA BRIGNOLE;04702;830004702
GENOVA STURLA;04703;830004703
GENOVA QUARTO DEI MILLE;04704;830004704
GENOVA QUINTO AL MARE;04705;830004705
GENOVA NERVI;04707;830004707
BOGLIASCO;04709;830004709
PONTETTO;04710;830004710
PIEVE LIGURE;04711;830004711
SORI;04712;830004712
MULINETTI;04713;830004713
RECCO;04714;830004714
CAMOGLI-S. FRUTTUOSO;04716;830004716
S. MARGHERITA LIGURE-PORTOFINO;04718;830004718
RAPALLO;04720;830004720
ZOAGLI;04721;830004721
CHIAVARI;04722;830004722
LAVAGNA;04723;830004723
CAVI;04724;830004724
SESTRI LEVANTE;04725;830004725
RIVA TRIGOSO;04726;830004726
MONEGLIA;04727;830004727
DEIVA MARINA;04728;830004728
FRAMURA;04729;830004729
BONASSOLA;04730;830004730
LEVANTO;04731;830004731
MONTEROSSO;04732;830004732
VERNAZZA;04733;830004733
CORNIGLIA;04734;830004734
MANAROLA;04735;830004735
RIOMAGGIORE;04736;830004736
SAVONA MARITTIMA;04800;830004800
SAVONA;04801;830004801
SANTUARIO;04802;830004802
BRAGNO;04803;830004803
FERRANIA;04804;830004804
S. GIUSEPPE DI CAIRO;04805;830004805
ALTARE;04810;830004810
MASCHIO;04811;830004811
GENOVA ( TUTTE LE STAZIONI );04999;830004999
PIACENZA;05000;830005000
PONTENURE;05005;830005005
CADEO;05006;830005006
FIORENZUOLA;05007;830005007
ALSENO;05008;830005008
FIDENZA;05009;830005009
CALDERARA-BARGELLINO;05010;830005010
VAIO-OSPEDALE;05011;830005011
CASTELGUELFO;05012;830005012
PARMA;05014;830005014
S. ILARIO D'ENZA;05021;830005021
VILLA CADE;05022;830005022
REGGIO EMILIA;05023;830005023
RUBIERA;05031;830005031
MODENA;05032;830005032
CASTELFRANCO EMILIA;05037;830005037
SAMOGGIA;05039;830005039
ANZOLA DELL'EMILIA;05040;830005040
LAVINO;05041;830005041
BOLOGNA RAVONE;05042;830005042
BOLOGNA CENTRALE;05043;830005043
BOLOGNA ARCOVEGGIO;05046;830005046
SAN LAZZARO DI SAVENA;05049;830005049
MIRANDOLA-OZZANO;05051;830005051
VARIGNANA;05052;830005052
CASTEL S. PIETRO TERME;05053;830005053
IMOLA;05054;830005054
OZZANO;05055;830005055
CASTELBOLOGNESE-RIOLO TERME;05056;830005056
FAENZA;05058;830005058
FORLI;05059;830005059
FORLIMPOPOLI-BERTINORO;05065;830005065
CESENA;05066;830005066
GAMBETTOLA;05067;830005067
SAVIGNANO SUL RUBICONE;05068;830005068
SANTARCANGELO DI ROMAGNA;05069;830005069
RIMINIFIERA;05070;830005070
RIMINI;05071;830005071
SALSOMAGGIORE TERME;05090;830005090
CASALECCHIO GARIBALDI;05099;830005099
BOLOGNA BORGO PANIGALE;05100;830005100
CASALECCHIO DI RENO;05101;830005101
CASTELDEBOLE;05102;830005102
PONTECCHIO MARCONI;05103;830005103
SASSO MARCONI;05104;830005104
MARZABOTTO;05105;830005105
PIOPPE DI SALVARO;05106;830005106
VERGATO;05107;830005107
RIOLA;05108;830005108
SILLA;05109;830005109
PORRETTA TERME;05110;830005110
PONTE DELLA VENTURINA;05111;830005111
MOLINO DEL PALLONE;05112;830005112
PRACCHIA;05113;830005113
PIAN DI VENOLA;05114;830005114
CORBEZZI;05115;830005115
PITECCIO;05116;830005116
VALDIBRANA;05117;830005117
S. MOMME';05118;830005118
BIAGIONI LAGACCI;05119;830005119
CARBONA;05120;830005120
LAMA DI RENO;05121;830005121
CASTAGNO;05122;830005122
PISTOIA OVEST;05123;830005123
BORGONUOVO;05124;830005124
BOLOGNA S. RUFFILLO;05130;830005130
PIANORO;05131;830005131
MONZUNO-VADO;05132;830005132
GRIZZANA;05133;830005133
SAN BENEDETTO SAMBRO-CASTIGLIONE P.;05134;830005134
VERNIO-MONTEPIANO-CANTAGALLO;05135;830005135
VAIANO;05136;830005136
RASTIGNANO;05138;830005138
MUSIANO-PIAN DI MACINA;05139;830005139
BAGGIOVARA OSPEDALE;05186;830005186
MODENA PIAZZA MANZONI;05188;830005188
QUATTRO VILLE;05268;830005268
BUTTAPIETRA;05301;830005301
OSTERIA NUOVA;05302;830005302
RONCANOVA DI GAZZO VERONESE;05303;830005303
OSTIGLIA;05304;830005304
REVERE;05305;830005305
REVERE SCALO;05306;830005306
ISOLA DELLA SCALA;05307;830005307
POGGIO RUSCO;05308;830005308
NOGARA;05310;830005310
MIRANDOLA;05311;830005311
S. FELICE SUL PANARO;05313;830005313
CAMPOSANTO;05314;830005314
BOLOGNINA;05315;830005315
CREVALCORE;05316;830005316
S. GIOVANNI IN PERSICETO;05319;830005319
TAVERNELLE D'EMILIA;05322;830005322
BOLOGNA PANIGALE SCALA;05323;830005323
CEREGNANO;05417;830005417
LAMA;05418;830005418
BARICETTA;05419;830005419
ADRIA;05420;830005420
CAVANELLA PO;05422;830005422
LOREO;05423;830005423
ROSOLINA;05424;830005424
CAVANELLA D'ADIGE;05425;830005425
S. ANNA DI CHIOGGIA;05426;830005426
CHIOGGIA;05428;830005428
ABANO;05700;830005700
TERME EUGANEE-ABANO-MONTEGROTTO;05701;830005701
BATTAGLIA TERME;05702;830005702
MONSELICE;05703;830005703
S. ELENA-ESTE;05704;830005704
STANGHELLA;05705;830005705
ROVIGO;05706;830005706
ARQUA;05707;830005707
POLESELLA;05708;830005708
CANARO;05709;830005709
OCCHIOBELLO;05710;830005710
PONTELAGOSCURO;05711;830005711
FERRARA;05712;830005712
POGGIO RENATICO;05720;830005720
GALLIERA;05721;830005721
S. PIETRO IN CASALE;05722;830005722
S. GIORGIO DI PIANO;05723;830005723
CASTEL MAGGIORE;05724;830005724
BOLOGNA CORTICELLA;05725;830005725
CORONELLA;05726;830005726
FUNO CENTERGROSS;05727;830005727
GAIBANELLA;05800;830005800
MONTESANTO;05801;830005801
PORTOMAGGIORE;05802;830005802
ARGENTA;05804;830005804
S. BIAGIO;05805;830005805
LAVEZZOLA;05806;830005806
VOLTANA;05807;830005807
ALFONSINE;05808;830005808
GLORIE;05809;830005809
MEZZANO;05810;830005810
RAVENNA;05811;830005811
CLASSE;05812;830005812
LIDO DI CLASSE-LIDO DI SAVIO;05813;830005813
CERVIA-MILANO MARITTIMA;05814;830005814
CESENATICO;05815;830005815
GATTEO A MARE;05816;830005816
BELLARIA;05817;830005817
IGEA MARINA;05818;830005818
RIMINI TORRE PEDRERA;05819;830005819
RIMINI VISERBA;05820;830005820
RAVENNA DARSENA;05821;830005821
SOLAROLO;05900;830005900
LUGO;05901;830005901
BAGNACAVALLO;05902;830005902
RUSSI;05903;830005903
GODO;05904;830005904
BARBIANO;05905;830005905
CONSELICE;05950;830005950
S. PATRIZIO;05951;830005951
MASSALOMBARDA;05952;830005952
S. AGATA SUL SANTERNO;05954;830005954
GRANAROLO FAENTINO;05955;830005955
COTIGNOLA;05956;830005956
CASALECCHIO CERETOLO;05967;830005967
CASALECCHIO PALASPORT;05968;830005968
PILASTRINO;05970;830005970
ZOLA CENTRO;05971;830005971
VIA LUNGA;05972;830005972
CRESPELLANO;05973;830005973
MUFFA;05974;830005974
BAZZANO (BO);05975;830005975
SAVIGNANO MULINO;05976;830005976
SAVIGNANO CENTRO;05977;830005977
VIGNOLA;05978;830005978
RIMINI ( TUTTE LE STAZIONI );05998;830005998
BOLOGNA ( TUTTE LE STAZIONI );05999;830005999
LA SPEZIA CENTRALE;06000;830006000
LASTRA A SIGNA;06001;830006001
LA SPEZIA MARITTIMA;06002;830006002
LA SPEZIA MIGLIARINA;06004;830006004
CARRARA-AVENZA;06005;830006005
ARCOLA;06006;830006006
SARZANA;06007;830006007
LUNI;06008;830006008
MASSA CENTRO;06009;830006009
FORTE DEI MARMI-SERAVEZZA-QUERCETA;06011;830006011
PIETRASANTA;06012;830006012
AULLA LUNIGIANA;06013;830006013
TORRE DEL LAGO PUCCINI;06015;830006015
MIGLIARINO PISANO;06016;830006016
VICARELLO;06017;830006017
COLLESALVETTI;06018;830006018
FAUGLIA-LORENZANA;06021;830006021
ORCIANO;06022;830006022
SANTA LUCE;06023;830006023
CASTELLINA M.MA;06024;830006024
VADA;06025;830006025
CECINA;06026;830006026
BIBBONA-CASALE;06027;830006027
BOLGHERI;06028;830006028
CASTAGNETO CARDUCCI-DONORATICO;06029;830006029
S. VINCENZO;06030;830006030
CAMPIGLIA MARITTIMA;06031;830006031
VIGNALE-RIOTORTO;06032;830006032
FOLLONICA;06033;830006033
SCARLINO;06035;830006035
GAVORRANO;06036;830006036
GIUNCARICO;06037;830006037
MONTEPESCALI;06038;830006038
GROSSETO;06039;830006039
VIAREGGIO;06040;830006040
CAMAIORE LIDO-CAPEZZANO;06043;830006043
CA' DI BOSCHETTI;06044;830006044
AREZZO VIA CHIARI;06064;830006064
S. GIULIANO D'AREZZO;06065;830006065
ALBERGO;06067;830006067
PRATOVECCHIO;06072;830006072
MEMMENANO;06075;830006075
BIBBIENA CORSALONE;06077;830006077
SANTA MAMA;06079;830006079
CALBENZANO;06080;830006080
BACIANO;06081;830006081
PUGLIA CECILIANO;06085;830006085
AREZZO CASELLO 1;06086;830006086
BORGHETTO PARMENSE;06100;830006100
NOCETO;06101;830006101
MEDESANO;06102;830006102
FELEGARA-S. ANDREA BAGNI;06103;830006103
VICOFERTILE;06150;830006150
COLLECCHIO;06151;830006151
OZZANO TARO;06152;830006152
FORNOVO;06153;830006153
CITERNA TARO;06154;830006154
SELVA DEL BOCCHETTO;06155;830006155
SOLIGNANO;06156;830006156
VALMOZZOLA;06157;830006157
BERCETO;06158;830006158
ROCCAMURATA;06159;830006159
OSTIA PARMENSE;06160;830006160
BORGO VAL DI TARO;06161;830006161
GRONDOLA-GUINADI;06162;830006162
PONTREMOLI;06163;830006163
SCORCETOLI;06164;830006164
FILATTIERA;06165;830006165
VILLAFRANCA-BAGNONE;06166;830006166
TERRAROSSA-TRESANA;06167;830006167
AULLA;06168;830006168
CAPRIGLIOLA-ALBIANO;06169;830006169
S. STEFANO DI MAGRA;06170;830006170
VEZZANO LIGURE;06171;830006171
PONZANO MAGRA;06200;830006200
PALLERONE;06220;830006220
SERRICCIOLO;06221;830006221
FIVIZZANO-ROMETTA-SOLIERA;06222;830006222
FIVIZZANO-GASSANO;06223;830006223
GRAGNOLA;06224;830006224
MONZONE-MONTE DEI BIANCHI-ISOLANO;06225;830006225
EQUI TERME;06226;830006226
MINUCCIANO-PIEVE-CASOLA;06227;830006227
CASTELNUOVO DI GARFAGNANA;06300;830006300
FOSCIANDORA-CESERANA;06301;830006301
CASTELVECCHIO PASCOLI;06302;830006302
BARGA-GALLICANO;06303;830006303
FORNACI DI BARGA;06304;830006304
PIANO DI COREGLIA-PONTE ALL'ANIA;06305;830006305
GHIVIZZANO-COREGLIA;06306;830006306
CALAVORNO;06307;830006307
BAGNI DI LUCCA;06308;830006308
BORGO A MOZZANO;06309;830006309
DIECIMO-PESCAGLIA;06310;830006310
PIAGGIONE;06311;830006311
PONTE A MORIANO;06312;830006312
S. PIETRO A VICO;06313;830006313
VILLETTA S. ROMANO;06322;830006322
POGGIO-CAREGGINE-VAGLI;06323;830006323
CAMPORGIANO;06324;830006324
PIAZZA AL SERCHIO;06325;830006325
PONTECOSI;06326;830006326
MASSAROSA-BOZZANO;06350;830006350
NOZZANO;06351;830006351
S. GIULIANO TERME;06400;830006400
RIGOLI;06401;830006401
RIPAFRATTA;06402;830006402
MONTUOLO;06403;830006403
LUCCA;06404;830006404
TASSIGNANO-CAPANNORI;06405;830006405
PORCARI;06406;830006406
ALTOPASCIO;06407;830006407
MONTECARLO-S. SALVATORE;06408;830006408
PESCIA;06409;830006409
BORGO A BUGGIANO;06410;830006410
MONTECATINI TERME-MONSUMMANO;06411;830006411
MONTECATINI CENTRO;06412;830006412
SERRAVALLE PISTOIESE;06413;830006413
PISTOIA;06414;830006414
MONTALE-AGLIANA;06415;830006415
PRATO CENTRALE;06416;830006416
CALENZANO;06417;830006417
SESTO FIORENTINO;06418;830006418
FIRENZE CASTELLO;06419;830006419
FIRENZE RIFREDI;06420;830006420
FIRENZE S. M. NOVELLA;06421;830006421
PRATO PORTA AL SERRAGLIO;06422;830006422
PRATIGNONE;06423;830006423
IL NETO;06424;830006424
ZAMBRA;06425;830006425
PRATO BORGONUOVO;06426;830006426
FIRENZE STATUTO;06430;830006430
PISA AEROPORTO (ex);06450;830006450
PISA S. ROSSORE T.;06496;830006496
PISA CENTRALE;06500;830006500
PISA S. ROSSORE;06501;830006501
NAVACCHIO;06502;830006502
S. FREDIANO A SETTIMO;06504;830006504
CASCINA;06505;830006505
PONTEDERA-CASCIANA TERME;06506;830006506
LA ROTTA;06507;830006507
S. ROMANO-MONTOPOLI-S. CROCE;06508;830006508
S. MINIATO-FUCECCHIO;06509;830006509
EMPOLI;06510;830006510
MONTELUPO-CAPRAIA;06511;830006511
CARMIGNANO;06512;830006512
SIGNA;06513;830006513
S. DONNINO;06514;830006514
FIRENZE CASCINE;06515;830006515
LE PIAGGE;06516;830006516
FIRENZE PORTA A PRATO;06518;830006518
MONTORSOLI;06601;830006601
VAGLIA;06602;830006602
S. PIERO A SIEVE;06603;830006603
BORGO S. LORENZO;06604;830006604
PANICAGLIA;06605;830006605
RONTA;06606;830006606
CRESPINO DEL LAMONE;06608;830006608
MARRADI-PALAZZUOLO SUL SENIO;06610;830006610
S. MARTINO IN GATTARA;06611;830006611
S. CASSIANO;06612;830006612
FOGNANO;06613;830006613
BRISIGHELLA;06614;830006614
S. EUFEMIA DI BRISIGHELLA;06615;830006615
STRADA CASALE;06617;830006617
FONTEBUONA;06619;830006619
POPOLANO DI MARRADI;06620;830006620
BIFORCO;06621;830006621
FIRENZE BIVIO PELLEGRINO;06628;830006628
CAMPOMIGLIAIO;06659;830006659
VICCHIO;06700;830006700
DICOMANO;06701;830006701
CONTEA-LONDA;06702;830006702
RUFINA;06703;830006703
SCOPETI;06704;830006704
